hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date_month_proper,date,revenue
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,239,2016,October,44,28,0,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,128.7,0,0,Canceled,03-03-2016,10,2016-10-28,257.4
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,239,2016,October,44,28,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.5,0,0,Canceled,03-03-2016,10,2016-10-28,171.0
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,29,2016,October,44,28,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,144.0,0,2,No-Show,28-10-2016,10,2016-10-28,144.0
City Hotel,1,245,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,0,Canceled,30-04-2016,10,2016-10-28,192.6
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,0,27,2016,October,44,28,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,110.0,0,1,Check-Out,01-11-2016,10,2016-10-28,440.0
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,35,2016,October,44,28,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.0,0,1,Canceled,27-10-2016,10,2016-10-28,218.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,24,2016,October,44,28,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154.0,0,2,Canceled,04-10-2016,10,2016-10-28,308.0
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,160,2016,October,44,28,0,2,3,0.0,0,BB,NOR,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,184.45,0,0,Canceled,10-10-2016,10,2016-10-28,368.9
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,109,2016,October,44,28,0,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,104.4,0,0,Canceled,02-08-2016,10,2016-10-28,208.8
City Hotel,1,32,2016,October,44,28,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,144.0,0,1,Canceled,19-10-2016,10,2016-10-28,288.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,30,2016,October,44,28,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,127.15,0,0,Canceled,28-09-2016,10,2016-10-28,127.15
City Hotel,1,120,2016,October,44,28,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,104.4,0,1,Canceled,30-06-2016,10,2016-10-28,104.4
City Hotel,1,65,2016,October,44,28,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.1,0,2,Canceled,26-10-2016,10,2016-10-28,80.1
City Hotel,1,120,2016,October,44,28,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,104.4,0,1,Canceled,30-06-2016,10,2016-10-28,104.4
City Hotel,1,73,2016,October,44,28,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,2,No Deposit,0,Transient-Party,62.0,0,0,Canceled,17-10-2016,10,2016-10-28,62.0
City Hotel,1,73,2016,October,44,28,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,72.0,0,0,Canceled,12-10-2016,10,2016-10-28,72.0
City Hotel,1,120,2016,October,44,28,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,104.4,0,1,Canceled,30-06-2016,10,2016-10-28,104.4
City Hotel,1,245,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,0,Canceled,30-04-2016,10,2016-10-28,192.6
City Hotel,1,189,2016,October,44,28,1,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,109.8,0,0,Canceled,26-09-2016,10,2016-10-28,329.4
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
Resort Hotel,0,146,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,D,D,3,No Deposit,142,Transient-Party,52.0,1,0,Check-Out,30-10-2016,10,2016-10-28,104.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,238,2016,October,44,28,1,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.5,0,0,Canceled,05-03-2016,10,2016-10-28,337.5
City Hotel,1,190,2016,October,44,28,1,2,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.5,0,0,Canceled,22-07-2016,10,2016-10-28,337.5
City Hotel,1,189,2016,October,44,28,1,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,109.8,0,0,Canceled,26-09-2016,10,2016-10-28,329.4
City Hotel,1,189,2016,October,44,28,1,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,109.8,0,0,Canceled,06-09-2016,10,2016-10-28,329.4
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,249,2016,October,44,28,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,0,Canceled,30-04-2016,10,2016-10-28,288.9
City Hotel,1,144,2016,October,44,28,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.1,0,0,Canceled,17-06-2016,10,2016-10-28,240.29999999999998
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,189,2016,October,44,28,1,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,109.8,0,0,Canceled,26-09-2016,10,2016-10-28,329.4
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,189,2016,October,44,28,1,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,109.8,0,0,Canceled,26-09-2016,10,2016-10-28,329.4
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,264,2016,October,44,28,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,0,Canceled,18-04-2016,10,2016-10-28,288.9
City Hotel,1,8,2016,October,44,28,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,155.0,0,1,Canceled,21-10-2016,10,2016-10-28,465.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,35,2016,October,44,28,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.0,0,2,Canceled,26-09-2016,10,2016-10-28,218.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,0,178,2016,October,44,28,2,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,162.9,0,2,Check-Out,02-11-2016,10,2016-10-28,814.5
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Canceled,21-10-2016,10,2016-10-28,190.0
City Hotel,1,245,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,0,Canceled,30-04-2016,10,2016-10-28,192.6
City Hotel,1,239,2016,October,44,28,0,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,128.7,0,0,Canceled,03-03-2016,10,2016-10-28,257.4
City Hotel,1,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,Non Refund,391,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
City Hotel,1,245,2016,October,44,28,1,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,128.7,0,0,Canceled,11-07-2016,10,2016-10-28,386.09999999999997
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0,Canceled,15-03-2016,10,2016-10-28,330.0
City Hotel,0,179,2016,October,44,28,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,2,Check-Out,02-11-2016,10,2016-10-28,535.5
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
Resort Hotel,0,55,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,0,Transient,58.5,0,0,Check-Out,30-10-2016,10,2016-10-28,117.0
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,65.0,0,0,Canceled,20-09-2016,10,2016-10-28,130.0
Resort Hotel,0,4,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,38.0,0,0,Check-Out,30-10-2016,10,2016-10-28,76.0
City Hotel,0,179,2016,October,44,28,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.9,0,1,Check-Out,01-11-2016,10,2016-10-28,363.6
Resort Hotel,0,17,2016,October,44,28,2,2,2,0.0,0,BB,PRT,Groups,Direct,0,0,1,A,A,1,No Deposit,0,Transient,38.0,0,0,Check-Out,01-11-2016,10,2016-10-28,152.0
Resort Hotel,0,288,2016,October,44,28,2,2,1,0.0,0,BB,PRT,Online TA,Direct,1,1,8,A,A,0,No Deposit,0,Transient,39.7,0,4,Check-Out,01-11-2016,10,2016-10-28,158.8
City Hotel,0,239,2016,October,44,28,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,1,Check-Out,30-10-2016,10,2016-10-28,192.6
City Hotel,0,239,2016,October,44,28,0,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,128.7,0,1,Check-Out,30-10-2016,10,2016-10-28,257.4
City Hotel,0,37,2016,October,44,28,0,2,2,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83.93,0,1,Check-Out,30-10-2016,10,2016-10-28,167.86
City Hotel,0,239,2016,October,44,28,0,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,128.7,0,1,Check-Out,30-10-2016,10,2016-10-28,257.4
City Hotel,0,239,2016,October,44,28,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,1,Check-Out,30-10-2016,10,2016-10-28,192.6
City Hotel,0,239,2016,October,44,28,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,1,Check-Out,30-10-2016,10,2016-10-28,192.6
City Hotel,0,117,2016,October,44,28,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,104.4,0,2,Check-Out,01-11-2016,10,2016-10-28,417.6
City Hotel,0,207,2016,October,44,28,2,2,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,62.54,0,1,Check-Out,01-11-2016,10,2016-10-28,250.16
City Hotel,0,36,2016,October,44,28,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.0,0,2,Check-Out,30-10-2016,10,2016-10-28,218.0
City Hotel,0,28,2016,October,44,28,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,110.0,0,2,Check-Out,30-10-2016,10,2016-10-28,220.0
City Hotel,0,199,2016,October,44,28,0,2,3,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,123.0,0,1,Check-Out,30-10-2016,10,2016-10-28,246.0
City Hotel,0,199,2016,October,44,28,0,2,3,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,123.0,0,1,Check-Out,30-10-2016,10,2016-10-28,246.0
City Hotel,0,199,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Check-Out,30-10-2016,10,2016-10-28,190.0
City Hotel,0,23,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,145.0,0,2,Check-Out,30-10-2016,10,2016-10-28,290.0
City Hotel,0,103,2016,October,44,28,2,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,123.3,0,1,Check-Out,01-11-2016,10,2016-10-28,493.2
City Hotel,0,199,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Check-Out,30-10-2016,10,2016-10-28,190.0
City Hotel,0,183,2016,October,44,28,2,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,123.3,0,0,Check-Out,01-11-2016,10,2016-10-28,493.2
City Hotel,0,181,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.9,0,2,Check-Out,30-10-2016,10,2016-10-28,181.8
City Hotel,0,199,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Check-Out,30-10-2016,10,2016-10-28,190.0
City Hotel,0,181,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.9,0,2,Check-Out,30-10-2016,10,2016-10-28,181.8
City Hotel,0,199,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0,Check-Out,30-10-2016,10,2016-10-28,190.0
City Hotel,0,181,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.9,0,2,Check-Out,30-10-2016,10,2016-10-28,181.8
City Hotel,0,242,2016,October,44,28,2,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,95.13,0,1,Check-Out,01-11-2016,10,2016-10-28,380.52
Resort Hotel,0,31,2016,October,44,28,2,5,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,63.47,0,0,Check-Out,04-11-2016,10,2016-10-28,444.28999999999996
Resort Hotel,0,77,2016,October,44,28,2,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient-Party,69.12,0,3,Check-Out,02-11-2016,10,2016-10-28,345.6
Resort Hotel,0,43,2016,October,44,28,2,3,2,1.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,65.75,0,0,Check-Out,02-11-2016,10,2016-10-28,328.75
City Hotel,0,0,2016,October,44,28,0,1,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,150.0,0,0,Check-Out,29-10-2016,10,2016-10-28,150.0
Resort Hotel,0,43,2016,October,44,28,2,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,58.4,1,0,Check-Out,02-11-2016,10,2016-10-28,292.0
City Hotel,0,67,2016,October,44,28,0,1,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.1,0,2,Check-Out,29-10-2016,10,2016-10-28,89.1
Resort Hotel,0,160,2016,October,44,28,2,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,105.8,0,0,Check-Out,02-11-2016,10,2016-10-28,529.0
Resort Hotel,0,193,2016,October,44,28,2,3,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,50.84,0,1,Check-Out,02-11-2016,10,2016-10-28,254.20000000000002
